"CountryRegionName","Education","Occupation","Gender","MaritalStatus","HomeOwnerFlag","NumberCarsOwned","NumberChildrenAtHome","TotalChildren","YearlyIncome","Age"
"Germany","Partial College","Skilled Manual","F","S","1",1,0,1,58828,63
"Germany","Partial College","Skilled Manual","F","M","1",1,1,2,52075,62
"United Kingdom","Bachelors","Professional","M","M","1",1,0,2,128394,63
"United Kingdom","Bachelors","Clerical","M","S","1",3,1,1,82477,62
"Australia","Partial College","Clerical","M","S","0",3,0,0,85282,25
"Australia","Partial College","Manual","M","S","0",0,0,0,26872,26
"Australia","Partial College","Skilled Manual","F","S","0",1,0,0,51026,27
"Australia","Partial College","Management","F","S","0",2,0,0,101999,27
"Australia","High School","Manual","M","S","0",0,0,0,32181,27
"Australia","High School","Skilled Manual","F","S","0",0,0,0,52459,28
"Australia","Bachelors","Skilled Manual","F","M","0",2,0,0,59571,26
"Australia","Bachelors","Professional","F","M","1",3,0,0,127916,27
"Australia","Bachelors","Skilled Manual","F","M","0",0,0,0,58894,26
"Australia","Partial College","Management","F","M","1",2,0,0,107007,27
"Australia","Partial College","Management","F","M","1",0,0,0,104860,27
"Australia","Partial College","Skilled Manual","F","S","0",1,0,0,62003,27
"United Kingdom","Graduate Degree","Manual","F","M","1",0,1,2,32362,61
"France","Graduate Degree","Skilled Manual","M","M","1",1,1,1,54196,43
"Germany","Graduate Degree","Professional","F","M","1",2,1,2,137762,43
"United Kingdom","Graduate Degree","Clerical","M","S","1",3,0,0,79047,43
"United Kingdom","Graduate Degree","Management","F","M","1",0,1,1,111254,43
"United Kingdom","Partial College","Skilled Manual","M","S","0",0,0,0,51343,44
"France","High School","Manual","F","S","0",1,0,0,33918,45
"France","High School","Clerical","F","S","1",0,0,0,86159,45
"Germany","Partial College","Skilled Manual","F","S","0",2,0,0,54128,45
"United Kingdom","Graduate Degree","Skilled Manual","M","S","0",1,0,0,51764,45
"Germany","Graduate Degree","Professional","F","M","1",2,0,0,131510,44
"Germany","Graduate Degree","Manual","F","M","1",1,0,2,32082,44
"Germany","Bachelors","Skilled Manual","F","M","1",0,1,2,51562,46
"Germany","Bachelors","Management","M","S","1",2,0,0,108378,46
"United Kingdom","Partial College","Skilled Manual","F","S","0",1,0,0,55230,34
"Germany","Bachelors","Clerical","M","M","1",2,1,1,86748,34
"Germany","Bachelors","Skilled Manual","M","M","0",1,1,2,53028,34
"United Kingdom","High School","Skilled Manual","F","S","0",0,0,0,57519,36
"Germany","Bachelors","Clerical","F","M","1",2,0,1,83521,34
"France","High School","Manual","M","S","0",0,0,0,30353,35
"France","Partial College","Skilled Manual","M","S","0",1,0,0,59587,35
"United Kingdom","Bachelors","Management","M","M","1",2,0,0,102510,35
"France","Bachelors","Skilled Manual","M","S","0",0,0,0,62244,35
"United Kingdom","Bachelors","Professional","F","M","1",3,0,0,134139,35
"United Kingdom","Bachelors","Professional","F","M","1",1,1,1,131310,35
"France","Graduate Degree","Skilled Manual","F","M","0",2,1,1,56670,35
"France","Graduate Degree","Manual","F","S","0",1,0,0,28511,35
"United Kingdom","Graduate Degree","Management","F","M","1",2,0,0,106178,35
"France","Graduate Degree","Management","F","M","1",3,0,2,103672,35
"Germany","Graduate Degree","Manual","F","S","0",0,0,0,31816,35
"Germany","Graduate Degree","Professional","M","M","1",2,1,2,139082,35
"United Kingdom","Graduate Degree","Skilled Manual","M","M","0",1,1,1,60861,35
"United Kingdom","Graduate Degree","Management","M","S","0",2,0,0,108996,35
"United Kingdom","Graduate Degree","Professional","M","M","1",2,0,0,128686,35
"France","Partial College","Clerical","F","M","1",2,0,2,76604,52
"France","Partial College","Skilled Manual","F","M","1",1,1,2,53520,53
"Germany","High School","Clerical","F","S","1",1,0,0,87033,53
"Germany","High School","Skilled Manual","F","M","1",1,1,2,60381,53
"France","High School","Clerical","M","M","1",1,0,2,85638,53
"Germany","High School","Skilled Manual","M","S","0",0,0,0,53392,36
"Germany","High School","Skilled Manual","M","S","0",0,0,0,54880,36
"France","High School","Manual","M","M","0",1,0,2,30719,36
"Germany","High School","Skilled Manual","M","S","0",2,0,0,58178,36
"France","Partial College","Management","M","M","1",1,0,1,108790,36
"Germany","Partial College","Skilled Manual","F","S","0",1,0,0,55236,36
"France","High School","Skilled Manual","F","M","1",1,2,2,52152,60
"United Kingdom","Bachelors","Management","F","S","1",3,0,1,108341,60
"France","High School","Skilled Manual","M","M","1",1,0,2,60179,59
"France","High School","Skilled Manual","M","M","1",1,1,2,61596,59
"Germany","Bachelors","Management","M","M","1",2,1,2,109222,58
"Germany","Bachelors","Management","F","M","1",2,2,2,104382,58
"United Kingdom","Partial College","Management","M","M","1",1,1,2,102266,58
"United Kingdom","Partial College","Skilled Manual","F","M","1",1,1,2,53825,58
"United Kingdom","High School","Manual","M","S","0",1,0,0,28313,50
"United Kingdom","High School","Clerical","M","S","1",3,0,0,80986,51
"United Kingdom","Partial College","Manual","F","M","1",1,1,1,32638,51
"United Kingdom","Partial College","Skilled Manual","M","M","1",2,1,2,51418,51
"Germany","High School","Manual","F","S","0",0,0,0,36528,50
"Germany","Partial College","Management","F","M","1",1,1,2,107616,50
"France","Partial College","Skilled Manual","M","S","1",1,0,0,58993,51
"United Kingdom","Bachelors","Professional","M","M","1",2,1,2,127990,51
"United Kingdom","Bachelors","Management","F","M","1",1,1,2,103232,51
"France","Partial High School","Manual","F","M","1",1,0,2,26026,52
"Germany","Partial College","Skilled Manual","F","S","1",1,0,0,54532,52
"Germany","Partial College","Clerical","F","M","1",3,1,2,83743,53
"France","Partial High School","Skilled Manual","M","S","1",2,0,0,52757,53
"France","High School","Skilled Manual","M","M","1",2,2,2,53091,53
"Germany","High School","Clerical","M","M","1",2,2,2,79466,53
"Germany","Partial College","Skilled Manual","M","M","1",1,0,1,57696,53
"United Kingdom","Partial College","Skilled Manual","F","M","1",2,1,2,56778,54
"United Kingdom","Partial College","Management","F","M","1",2,0,2,108245,54
"Germany","Partial College","Clerical","F","M","1",2,0,2,82555,54
"United Kingdom","Partial College","Clerical","F","M","1",1,1,2,81420,54
"United Kingdom","Partial College","Management","F","M","1",1,1,2,109759,54
"United Kingdom","High School","Skilled Manual","M","M","1",1,2,2,52152,54
"France","High School","Skilled Manual","M","M","1",1,0,2,54675,55
"Germany","Partial College","Management","M","M","1",2,0,2,104679,55
"Germany","High School","Clerical","M","S","1",2,0,0,85103,55
"Germany","High School","Clerical","F","M","1",0,1,2,77999,55
"United Kingdom","High School","Clerical","M","M","1",3,1,2,77885,55
"France","High School","Skilled Manual","M","M","1",2,1,2,55302,56
"France","High School","Manual","M","M","1",0,1,2,27583,56
"United Kingdom","Partial High School","Skilled Manual","F","M","1",1,1,2,55425,58
"Australia","Bachelors","Clerical","M","M","0",2,0,0,85815,29
"Australia","Bachelors","Management","F","S","0",2,0,0,103494,29
"Australia","Bachelors","Clerical","F","S","0",2,0,0,82324,29
"Australia","Bachelors","Skilled Manual","M","M","0",0,0,0,53021,28
"Australia","Bachelors","Management","M","M","1",2,0,0,104656,28
"Australia","Bachelors","Skilled Manual","M","S","0",1,0,0,60328,28
"Australia","Bachelors","Management","M","M","1",0,0,0,105888,28
"Australia","Bachelors","Management","M","S","0",3,0,0,106181,29
"Australia","Bachelors","Skilled Manual","F","M","0",1,0,0,57845,31
"Australia","Partial High School","Skilled Manual","M","M","0",2,0,0,53755,30
"Australia","Bachelors","Management","M","M","1",2,0,0,110234,31
"Australia","Bachelors","Management","F","S","0",0,0,0,102745,30
"Australia","Bachelors","Professional","M","M","1",1,0,0,128024,31
"Australia","Bachelors","Manual","M","M","0",1,0,0,30217,31
"Australia","Bachelors","Management","F","M","1",1,1,1,103306,32
"Australia","Partial College","Clerical","F","M","0",2,0,0,80310,31
"Australia","Bachelors","Clerical","F","M","1",1,1,2,82377,32
"Australia","Bachelors","Manual","F","S","0",0,0,0,28506,32
"Australia","Bachelors","Clerical","M","M","1",1,1,1,79107,32
"Australia","Bachelors","Clerical","F","S","0",1,0,0,83130,33
"Australia","Bachelors","Manual","M","S","0",0,0,0,34220,32
"Australia","High School","Skilled Manual","F","M","0",0,0,1,59346,33
"Australia","Bachelors","Manual","M","M","0",0,1,2,32707,34
"Australia","Bachelors","Management","M","M","1",1,1,1,112085,34
"Australia","Partial College","Clerical","F","M","1",3,1,2,77981,32
"Australia","High School","Skilled Manual","F","S","0",2,0,0,61038,32
"Australia","High School","Clerical","M","M","1",3,0,1,87335,33
"Australia","Bachelors","Skilled Manual","M","S","0",1,0,0,53166,34
"Australia","High School","Skilled Manual","F","M","0",2,1,2,55564,34
"Australia","Partial High School","Skilled Manual","M","S","0",2,0,0,55783,34
"Australia","Partial High School","Manual","F","M","0",1,0,1,34538,34
"Australia","Partial High School","Manual","M","S","0",1,0,0,25976,34
"Australia","High School","Skilled Manual","M","M","0",1,1,1,56503,34
"Australia","Partial High School","Manual","M","S","0",0,0,0,26017,34
"Australia","Partial High School","Skilled Manual","M","S","0",0,0,0,52440,34
"Australia","Partial High School","Skilled Manual","F","M","0",1,1,1,53366,33
"Australia","Partial High School","Skilled Manual","M","M","0",2,1,1,57260,34
"Australia","Partial High School","Skilled Manual","M","M","0",1,0,2,61545,33
"United States","Bachelors","Professional","F","M","1",2,0,2,127600,63
"United States","Bachelors","Management","M","M","1",3,1,2,108775,63
"United States","Graduate Degree","Skilled Manual","M","M","1",1,3,3,54652,64
"United States","Graduate Degree","Skilled Manual","M","M","1",1,1,2,52837,64
"United States","Graduate Degree","Management","F","M","1",2,0,2,103611,63
"United States","Graduate Degree","Professional","F","S","1",1,0,1,132462,63
"United States","Bachelors","Manual","M","M","1",1,1,2,29361,63
"United States","Bachelors","Clerical","M","M","1",2,1,2,82221,63
"Canada","Bachelors","Management","M","M","1",3,1,2,108744,62
"United Kingdom","Bachelors","Manual","M","M","0",1,0,0,31224,29
"France","Partial High School","Skilled Manual","M","S","0",2,0,0,60432,30
"Germany","Partial High School","Skilled Manual","M","S","0",0,0,0,55375,31
"United Kingdom","Partial High School","Manual","M","S","0",1,0,0,25583,32
"United Kingdom","Partial High School","Manual","F","M","0",1,0,0,36649,32
"Germany","Partial High School","Skilled Manual","F","S","0",0,0,0,61956,31
"France","Partial High School","Skilled Manual","M","S","0",0,0,0,53024,31
"Australia","Bachelors","Management","M","M","1",2,0,2,103053,41
"Australia","Bachelors","Manual","F","M","0",0,0,1,28368,41
"Australia","Bachelors","Professional","F","S","1",2,0,0,133118,41
"Germany","Partial College","Manual","M","S","0",1,0,0,29609,31
"France","Partial High School","Skilled Manual","M","S","0",0,0,0,51498,24
"France","Partial High School","Manual","F","S","0",1,0,0,27953,24
"France","Partial High School","Skilled Manual","M","S","0",1,0,0,56687,25
"United Kingdom","Partial High School","Manual","M","S","0",0,0,0,25615,24
"United Kingdom","Partial High School","Skilled Manual","M","M","0",1,0,0,51906,24
"Germany","High School","Manual","F","S","0",1,0,0,34308,26
"United Kingdom","Bachelors","Manual","M","M","0",1,0,0,34033,30
"United Kingdom","Bachelors","Skilled Manual","F","M","0",0,0,0,51012,31
"United Kingdom","Bachelors","Management","F","M","1",1,0,0,104075,30
"France","High School","Clerical","M","S","0",1,0,0,79790,31
"Germany","High School","Manual","M","S","0",1,0,0,29067,31
"Germany","High School","Manual","F","S","0",0,0,0,31237,31
"Germany","Partial High School","Skilled Manual","M","S","0",1,0,0,54690,32
"Germany","Bachelors","Management","F","M","1",2,0,0,108150,32
"Germany","Bachelors","Clerical","M","M","0",1,0,0,79135,31
"United Kingdom","Bachelors","Professional","M","M","1",1,0,0,138079,31
"United Kingdom","Graduate Degree","Skilled Manual","M","S","0",1,0,0,57070,31
"United Kingdom","Graduate Degree","Management","F","S","0",3,0,0,104177,31
"United Kingdom","Partial High School","Skilled Manual","F","S","0",1,0,0,56919,33
"United Kingdom","Partial College","Clerical","F","S","0",0,0,0,76696,32
"United Kingdom","Partial College","Clerical","M","M","1",0,0,2,79648,32
"United Kingdom","Partial High School","Skilled Manual","M","S","0",1,0,0,58050,34
"United Kingdom","High School","Manual","F","S","0",1,0,0,32064,33
"France","High School","Manual","M","S","0",1,0,0,30673,33
"Germany","Partial College","Clerical","F","S","0",0,0,0,76405,33
"Germany","Partial College","Skilled Manual","M","S","0",1,0,0,62509,33
"Germany","Partial College","Clerical","F","S","0",2,0,0,78446,34
"United States","Partial College","Clerical","F","S","0",2,0,0,84748,30
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,60188,29
"Canada","Partial College","Skilled Manual","F","S","0",0,0,0,51275,30
"United States","Partial College","Manual","F","S","0",0,0,0,28179,30
"United States","Graduate Degree","Manual","F","S","0",0,0,0,34988,30
"United States","Graduate Degree","Professional","F","S","0",3,0,0,136391,30
"United States","Graduate Degree","Professional","M","S","0",0,0,0,138889,30
"Canada","Partial College","Clerical","F","S","0",0,0,0,80634,29
"Canada","Partial College","Clerical","M","M","0",0,0,0,78098,29
"Canada","Graduate Degree","Clerical","F","S","0",3,0,0,79337,38
"Canada","Graduate Degree","Management","M","S","1",1,0,0,108806,38
"Canada","Graduate Degree","Professional","F","S","1",2,0,0,133136,38
"Canada","Graduate Degree","Professional","M","S","1",2,0,0,128135,38
"United States","Graduate Degree","Skilled Manual","F","S","0",2,0,0,53923,38
"United States","Graduate Degree","Management","M","S","1",2,0,0,103909,39
"United States","High School","Manual","F","M","1",0,1,2,26267,51
"United States","Bachelors","Professional","M","M","1",2,2,2,138094,51
"United States","Bachelors","Clerical","M","M","1",1,1,2,82515,51
"United States","Bachelors","Management","F","M","1",1,1,2,109171,51
"United States","Bachelors","Clerical","M","M","1",2,1,2,82823,51
"Canada","Partial High School","Skilled Manual","M","M","1",2,1,2,53398,50
"Canada","Partial High School","Skilled Manual","M","M","1",0,0,2,57535,50
"United States","Partial High School","Manual","M","S","0",0,0,0,29386,50
"United States","High School","Skilled Manual","M","M","1",2,1,2,59304,50
"United States","High School","Clerical","M","M","1",1,0,2,83924,50
"United States","Partial College","Skilled Manual","M","M","1",1,0,2,57112,51
"United States","Partial College","Clerical","M","M","1",3,0,2,78836,50
"United States","Partial College","Skilled Manual","M","M","1",1,0,2,61267,50
"United States","Partial College","Skilled Manual","F","M","1",1,1,2,54348,49
"United States","Partial College","Skilled Manual","F","M","1",0,0,2,56375,49
"United States","Partial College","Skilled Manual","M","M","1",1,0,2,53184,49
"United States","Partial College","Management","M","M","1",1,1,2,103506,49
"United States","Graduate Degree","Manual","F","S","0",0,0,0,32710,49
"Canada","Graduate Degree","Professional","F","S","1",3,0,0,132278,49
"United States","Partial College","Skilled Manual","F","M","1",1,0,1,55056,48
"United States","Partial College","Clerical","F","M","1",1,0,1,78467,48
"United States","Partial College","Clerical","M","M","1",1,2,2,82265,48
"United States","Partial College","Skilled Manual","M","M","1",1,0,1,51566,49
"United States","Partial College","Management","M","M","1",2,1,2,108970,48
"United States","Partial College","Manual","M","M","1",0,0,2,33905,48
"United States","Partial College","Skilled Manual","M","M","1",1,1,2,52410,48
"United States","Partial College","Clerical","F","M","1",1,2,2,79215,47
"United States","Partial College","Clerical","F","M","1",3,0,1,82478,47
"United States","Partial College","Skilled Manual","M","M","1",1,1,2,53950,47
"Canada","Partial College","Clerical","F","M","1",3,1,2,79240,47
"United States","Partial College","Clerical","M","M","1",2,1,2,84780,47
"United States","Partial College","Clerical","M","M","1",2,0,2,85042,48
"United States","Partial College","Skilled Manual","F","M","1",2,1,2,53610,47
"United States","Partial College","Clerical","M","M","1",2,1,2,80025,47
"United States","Graduate Degree","Professional","M","M","1",3,0,0,133722,46
"United States","Graduate Degree","Manual","M","M","1",1,0,2,30684,46
"United States","Graduate Degree","Management","M","M","1",2,1,2,110153,46
"Canada","Graduate Degree","Clerical","F","S","1",0,0,0,80900,46
"United States","Graduate Degree","Skilled Manual","F","S","0",2,0,0,61284,46
"United States","Graduate Degree","Professional","F","S","1",1,0,0,129358,46
"United States","Graduate Degree","Professional","F","S","1",2,0,0,129111,46
"United States","Graduate Degree","Professional","M","S","1",3,0,0,137625,46
"Canada","Graduate Degree","Skilled Manual","F","S","0",1,0,0,51858,45
"United States","Graduate Degree","Professional","F","S","1",1,0,0,129560,45
"Canada","Graduate Degree","Professional","F","S","1",3,0,0,133311,45
"United States","Graduate Degree","Skilled Manual","M","M","1",0,1,2,54894,45
"Canada","Graduate Degree","Manual","M","M","1",0,0,2,30253,45
"United States","Graduate Degree","Clerical","M","M","1",1,1,1,83987,45
"Canada","Graduate Degree","Clerical","M","M","1",0,1,2,83522,46
"United States","Graduate Degree","Skilled Manual","F","S","0",2,0,0,57832,45
"France","Partial College","Clerical","F","M","1",2,0,1,81258,36
"United Kingdom","Bachelors","Skilled Manual","M","M","0",0,1,1,61636,36
"France","Bachelors","Clerical","M","M","1",0,1,1,83440,37
"Germany","Bachelors","Skilled Manual","F","S","0",0,0,0,60682,36
"France","Graduate Degree","Clerical","M","M","1",3,0,2,80122,36
"France","Graduate Degree","Clerical","M","M","1",2,0,1,78680,36
"Germany","Graduate Degree","Management","M","M","1",2,0,0,105730,36
"Germany","Graduate Degree","Professional","M","S","1",3,0,0,131096,36
"United Kingdom","Bachelors","Clerical","F","M","1",2,0,1,85346,36
"France","Partial High School","Skilled Manual","F","M","1",1,0,1,56977,37
"Germany","Partial High School","Skilled Manual","M","S","0",1,0,0,61577,37
"Germany","Partial High School","Skilled Manual","F","S","0",2,0,0,57739,37
"United Kingdom","Bachelors","Clerical","M","M","1",3,0,2,80614,79
"United Kingdom","Bachelors","Management","M","M","1",2,1,2,108515,37
"Germany","Bachelors","Professional","M","M","1",1,1,2,132848,37
"France","Partial High School","Skilled Manual","M","S","0",0,0,0,60931,38
"France","High School","Manual","F","M","0",0,0,1,34874,38
"France","Bachelors","Skilled Manual","F","M","1",0,0,1,61880,37
"Germany","Bachelors","Skilled Manual","F","M","1",2,1,2,55347,37
"United Kingdom","Bachelors","Management","M","M","1",2,1,2,112064,37
"United Kingdom","High School","Skilled Manual","M","S","0",0,0,0,54787,39
"United Kingdom","Bachelors","Clerical","M","S","0",3,0,0,79268,38
"Germany","Bachelors","Professional","M","S","1",0,0,0,136544,38
"Germany","Bachelors","Skilled Manual","M","M","1",1,1,2,56740,38
"United Kingdom","Bachelors","Clerical","F","M","1",1,0,2,79050,38
"Germany","Partial High School","Skilled Manual","F","S","0",2,0,0,60383,39
"Germany","High School","Clerical","F","S","0",3,0,0,79309,39
"United Kingdom","High School","Manual","F","S","0",0,0,0,29776,39
"United Kingdom","High School","Clerical","M","S","0",3,0,0,82145,39
"France","Bachelors","Professional","M","M","1",2,0,0,136395,39
"United Kingdom","High School","Clerical","F","S","0",1,0,0,76663,40
"Germany","High School","Manual","M","S","0",1,0,0,26211,41
"Germany","Partial High School","Manual","F","M","0",0,0,1,35390,41
"Germany","High School","Skilled Manual","M","M","1",1,1,1,61652,41
"United Kingdom","High School","Skilled Manual","F","S","0",1,0,0,56445,41
"France","Partial College","Skilled Manual","M","S","0",1,0,0,57651,38
"France","Partial College","Clerical","M","M","1",2,1,2,77801,41
"France","Partial College","Manual","F","S","0",1,0,0,26569,41
"France","Partial College","Clerical","F","M","1",2,1,2,87033,70
"Germany","Graduate Degree","Professional","F","M","1",1,1,3,134388,70
"United Kingdom","Bachelors","Clerical","F","M","1",3,1,1,78203,40
"United Kingdom","Bachelors","Management","M","M","1",3,2,2,111680,39
"France","Partial College","Management","M","M","1",2,1,2,110828,40
"Germany","Partial College","Clerical","M","S","0",2,0,0,78140,40
"Germany","Partial College","Management","M","S","1",2,0,0,105329,40
"United Kingdom","Bachelors","Clerical","F","M","1",2,1,1,83169,41
"United Kingdom","Bachelors","Management","F","M","1",2,0,0,109500,40
"France","Partial College","Manual","F","S","0",1,0,0,26637,41
"France","Partial College","Skilled Manual","F","S","0",1,0,0,51440,41
"France","Partial College","Skilled Manual","F","M","1",0,0,2,55605,41
"United Kingdom","Partial College","Manual","F","S","0",1,0,0,28360,25
"United Kingdom","Partial College","Clerical","F","S","0",2,0,0,86024,25
"United Kingdom","Partial College","Skilled Manual","F","S","0",1,0,0,55989,25
"France","High School","Skilled Manual","F","S","0",1,0,0,58226,26
"France","High School","Manual","F","S","0",0,0,0,34634,26
"France","High School","Manual","M","S","0",0,0,0,28428,26
"United Kingdom","Bachelors","Clerical","M","M","1",1,0,1,84524,41
"United Kingdom","Bachelors","Professional","M","M","1",1,1,2,132143,41
"Germany","Bachelors","Skilled Manual","M","M","1",1,0,2,58601,42
"France","Bachelors","Management","F","M","1",1,1,1,111976,42
"Germany","Partial College","Clerical","F","S","0",2,0,0,76409,26
"France","Partial College","Skilled Manual","M","S","0",1,0,0,57626,27
"Germany","Partial College","Management","F","S","0",2,0,0,112064,27
"Germany","Partial College","Clerical","M","M","0",3,0,0,87137,27
"Germany","Partial College","Skilled Manual","F","S","0",0,0,0,51564,27
"Germany","Partial College","Clerical","M","S","0",1,0,0,80067,27
"United Kingdom","Partial College","Clerical","F","S","0",2,0,0,86787,27
"France","High School","Skilled Manual","M","S","0",0,0,0,57576,29
"France","High School","Skilled Manual","F","S","0",0,0,0,52928,28
"France","High School","Clerical","M","S","0",2,0,0,79277,28
"France","High School","Skilled Manual","F","S","0",0,0,0,58080,28
"France","High School","Skilled Manual","F","S","0",1,0,0,59682,28
"Germany","Partial College","Clerical","M","S","0",2,0,0,80948,28
"Germany","Partial College","Clerical","F","S","0",1,0,0,82959,28
"France","Partial High School","Manual","M","S","0",1,0,0,31267,30
"France","Partial High School","Manual","M","M","0",1,0,0,30895,30
"United Kingdom","Partial High School","Skilled Manual","M","S","0",1,0,0,52996,31
"Germany","Partial High School","Manual","M","S","0",0,0,0,26851,30
"France","Partial College","Skilled Manual","M","S","0",1,0,0,52584,29
"Germany","Partial College","Clerical","M","S","0",2,0,0,82223,29
"United Kingdom","Bachelors","Manual","M","M","0",1,0,0,34876,29
"United Kingdom","Bachelors","Skilled Manual","F","M","0",1,0,0,57056,29
"United Kingdom","Bachelors","Manual","M","M","0",0,0,0,28472,29
"United States","Partial College","Management","F","S","0",1,0,0,103420,32
"United States","Partial College","Skilled Manual","M","S","0",2,0,0,60358,32
"United States","Graduate Degree","Skilled Manual","M","S","0",1,0,0,52511,32
"Canada","Graduate Degree","Clerical","M","S","0",2,0,0,88048,32
"Canada","Graduate Degree","Clerical","M","S","0",1,0,0,81718,32
"Canada","Graduate Degree","Management","M","S","0",0,0,0,113007,31
"United States","Graduate Degree","Management","M","M","1",0,0,0,110657,31
"United States","Graduate Degree","Professional","F","S","0",2,0,0,136740,31
"United States","High School","Clerical","M","S","0",1,0,0,79628,33
"United States","Graduate Degree","Skilled Manual","F","M","0",2,0,1,55916,33
"United States","Graduate Degree","Manual","F","M","0",1,1,1,25747,33
"United States","Graduate Degree","Manual","F","M","0",1,1,2,33043,33
"Canada","Graduate Degree","Management","F","M","1",2,0,2,104236,32
"United States","Graduate Degree","Professional","F","M","1",2,0,0,135080,32
"United States","Graduate Degree","Professional","M","M","1",2,0,0,136703,32
"United States","Graduate Degree","Professional","M","M","1",2,0,0,129601,33
"United States","Graduate Degree","Management","F","M","1",2,0,0,101780,32
"United States","Graduate Degree","Manual","F","M","0",0,1,2,34213,32
"United States","Graduate Degree","Professional","F","M","1",2,0,0,135809,32
"United States","Bachelors","Professional","M","M","1",2,0,0,129886,34
"United States","Graduate Degree","Clerical","F","S","0",0,0,0,83921,34
"United States","Bachelors","Clerical","F","M","1",2,0,2,85479,36
"United States","Bachelors","Clerical","M","M","1",2,1,1,79236,35
"United States","Bachelors","Professional","F","S","1",2,0,0,137821,35
"United States","Graduate Degree","Professional","F","M","1",1,1,1,127393,35
"United States","Graduate Degree","Skilled Manual","M","M","0",1,1,1,57911,33
"United States","Graduate Degree","Management","F","M","1",3,0,0,106262,35
"United States","Graduate Degree","Skilled Manual","F","M","0",1,1,2,60036,35
"United States","Graduate Degree","Skilled Manual","M","M","0",2,1,2,53281,35
"United States","Bachelors","Skilled Manual","M","M","0",1,0,1,52432,36
"Canada","Bachelors","Skilled Manual","M","M","0",2,0,1,55317,36
"United States","Bachelors","Professional","M","S","1",1,0,0,128292,36
"United States","Bachelors","Management","M","S","0",1,0,0,106021,36
"United States","Bachelors","Management","F","S","0",2,0,0,111934,36
"United States","Bachelors","Skilled Manual","F","S","0",1,0,0,61262,37
"United States","Bachelors","Professional","M","S","1",2,0,0,137513,37
"United States","Bachelors","Clerical","F","S","0",0,0,0,82497,37
"United States","Graduate Degree","Skilled Manual","M","S","0",2,0,0,52521,34
"United States","Graduate Degree","Professional","F","M","1",1,2,2,134096,34
"United States","Graduate Degree","Skilled Manual","M","M","0",1,2,2,62285,34
"United States","Bachelors","Manual","M","S","0",0,0,0,35590,37
"United States","Graduate Degree","Professional","M","S","1",3,0,0,133994,38
"United States","Graduate Degree","Clerical","F","S","0",2,0,0,83558,38
"United States","Graduate Degree","Professional","M","M","1",3,0,1,134190,38
"United States","Graduate Degree","Management","M","S","1",3,0,0,112474,38
"United States","Graduate Degree","Skilled Manual","M","M","1",2,1,2,55512,38
"United States","Graduate Degree","Clerical","F","M","1",3,1,2,77643,35
"United States","Graduate Degree","Skilled Manual","F","S","0",0,0,0,60801,35
"United States","Graduate Degree","Clerical","F","S","0",1,0,0,79013,35
"United States","Graduate Degree","Management","M","M","1",2,0,0,103221,35
"United States","Graduate Degree","Management","M","S","0",2,0,0,103210,35
"United States","Graduate Degree","Management","M","M","1",3,1,2,106695,35
"United States","Graduate Degree","Management","M","M","1",2,0,0,113288,35
"United States","Graduate Degree","Management","M","M","1",1,0,1,112374,35
"United States","Graduate Degree","Skilled Manual","M","M","0",0,0,1,57036,35
"United States","Graduate Degree","Management","M","S","0",1,0,0,111107,35
"United States","Graduate Degree","Skilled Manual","F","M","0",1,1,1,58389,35
"United States","Graduate Degree","Management","M","M","1",3,0,0,109737,35
"United States","Bachelors","Clerical","F","S","0",1,0,0,83244,39
"United States","Bachelors","Clerical","F","S","0",3,0,0,85930,40
"Canada","Bachelors","Management","F","S","1",2,0,0,111265,39
"Canada","Bachelors","Management","F","S","1",2,0,0,103257,40
"United States","Bachelors","Manual","F","S","0",1,0,0,29824,39
"United States","Bachelors","Management","F","S","1",2,0,0,108133,39
"United States","Bachelors","Management","F","S","1",0,0,0,101869,39
"United States","Bachelors","Skilled Manual","F","S","0",1,0,0,58557,39
"United States","Bachelors","Management","F","M","1",2,0,0,104568,40
"United States","Bachelors","Clerical","F","S","0",1,0,0,85723,40
"Canada","Bachelors","Professional","M","S","1",3,0,0,136296,40
"United States","Bachelors","Clerical","M","S","0",3,0,0,80992,41
"Canada","Bachelors","Clerical","M","S","0",1,0,0,78442,40
"United States","Bachelors","Skilled Manual","F","M","1",1,0,3,55549,80
"Canada","Bachelors","Clerical","F","S","0",2,0,0,84372,40
"United States","Bachelors","Skilled Manual","M","M","1",2,1,1,61084,41
"United States","Bachelors","Professional","M","M","1",1,1,2,137773,41
"United States","Bachelors","Management","M","S","0",2,0,0,109340,36
"United States","Bachelors","Clerical","F","S","0",1,0,0,78318,36
"United States","Bachelors","Professional","M","S","1",3,0,0,128736,41
"United States","Bachelors","Skilled Manual","M","S","0",0,0,0,52473,41
"United States","Bachelors","Professional","M","S","1",2,0,0,130058,41
"United States","Graduate Degree","Professional","M","M","1",2,1,1,131129,41
"United States","High School","Clerical","M","S","1",3,0,0,85196,42
"United States","Partial College","Clerical","F","M","1",1,1,2,77619,43
"United States","Partial College","Skilled Manual","M","M","1",1,1,2,60272,42
"United States","High School","Manual","M","M","1",1,0,1,33419,43
"United States","Partial College","Management","F","M","1",3,1,1,108356,43
"United States","High School","Skilled Manual","M","M","1",1,1,2,56977,44
"United States","High School","Manual","F","M","1",1,2,2,26741,44
